RefCodeWebCode;Reference_Year;Ref_Code;Source;Web_Code;Web_Year;Web_Decade;Data_Status;From_Database;LATstand;LONGstand;LATabs;LONGabs;Country;ISO3;Hemisphere;Continent;Realm_WWF;Biome_WWF;Ecoregion_WWF;Metanetwork;Plant_taxon_criterion;Plant_Taxonomic_level;Plant_taxon;Plant_trait_criterion;Animal_taxon_criterion;Animal_Taxonomic_level;Animal_taxon;Animal_taxon_2;Animal_taxon_3;Animal_taxon_4;Animal_taxon_5
joppa_et_al_2009_X_primack_1983_cass;2009;joppa_et_al_2009;ECOLOGY_LETTERS;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
fortuna_et_al_2010_X_primack_1983_cass;2010;fortuna_et_al_2010;JOURNAL_OF_ANIMAL_ECOLOGY;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
gonzalez_et_al_2010_X_primack_1983_cass;2010;gonzalez_et_al_2010;ECOLOGICAL_COMPLEXITY;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
joppa_et_al_2010_X_primack_1983_cass;2010;joppa_et_al_2010;EVOLUTIONARY_ECOLOGY_RESEARCH;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
thebault_&_fontaine_2010_X_primack_1983_cass;2010;thebault_&_fontaine_2010;SCIENCE;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
saavedra_et_al_2011_X_primack_1983_cass;2011;saavedra_et_al_2011;NATURE;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
saavedra_et_al_2011_X_primack_1983_cass;2011;saavedra_et_al_2011;NATURE;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
castro-urgal_et_al_2012_X_primack_1983_cass;2012;castro-urgal_et_al_2012;BASIC_AND_APPLIED_ECOLOGY;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
james_et_al_2012_X_primack_1983_cass;2012;james_et_al_2012;NATURE;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
james_et_al_2012_X_primack_1983_cass;2012;james_et_al_2012;NATURE;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
trojelsgaard_&_olesen_2012_X_primack_1983_cass;2012;trojelsgaard_&_olesen_2012;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
dalsgaard_et_al_2013_X_primack_1983_cass;2013;dalsgaard_et_al_2013;ECOGRAPHY;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
chamberlain_et_al_2014_a_X_primack_1983_cass;2014;chamberlain_et_al_2014_a;JOURNAL_OF_ECOLOGY;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
rohr_&_bacompte_2014_X_primack_1983_cass;2014;rohr_&_bacompte_2014;AMERICAN_NATURALIST;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
rohr_&_bacompte_2014_X_primack_1983_cass;2014;rohr_&_bacompte_2014;AMERICAN_NATURALIST;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
stouffer_et_al_2014_X_primack_1983_cass;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
fontaine_&_thebault_2015_X_primack_1983_cass;2015;fontaine_&_thebault_2015;POPULATION_ECOLOGY;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
emer_et_al_2016_X_primack_1983_cass;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
sakai_et_al_2016_X_primack_1983_cass;2016;sakai_et_al_2016;ROYAL_SOCIETY_OPEN_SCIENCE;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
takemoto_&_kajihara_2016_X_primack_1983_cass;2016;takemoto_&_kajihara_2016;PLOS_ONE;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
nagaishi_&_takemoto_2018_X_primack_1983_cass;2018;nagaishi_&_takemoto_2018;ROYAL_SOCIETY_OPEN_SCIENCE;primack_1983_cass;1983;1980;Reused;Yes;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
cirtwill_et_al_2020_X_primack_1983_cass;2020;cirtwill_et_al_2020;NEW_PHYTOLOGIST;primack_1983_cass;1983;1980;Reused;No;-42.95;171.566;42.95;171.566;New Zealand;NZL;Southern;Oceania;Australasian;Montane_grasslands_and_shrublands;Southland_montane_grasslands;6;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
ramos-jiliberto_et_al_2009_X_smith-ramirez_et_al_2005;2009;ramos-jiliberto_et_al_2009;OECOLOGIA;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
thebault_&_fontaine_2010_X_smith-ramirez_et_al_2005;2010;thebault_&_fontaine_2010;SCIENCE;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
saavedra_et_al_2011_X_smith-ramirez_et_al_2005;2011;saavedra_et_al_2011;NATURE;smith-ramirez_et_al_2005;2005;2000;Reused;Yes;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
james_et_al_2012_X_smith-ramirez_et_al_2005;2012;james_et_al_2012;NATURE;smith-ramirez_et_al_2005;2005;2000;Reused;Yes;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
ramos-jiliberto_et_al_2012_X_smith-ramirez_et_al_2005;2012;ramos-jiliberto_et_al_2012;JOURNAL_OF_ANIMAL_ECOLOGY;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
chamberlain_et_al_2014_a_X_smith-ramirez_et_al_2005;2014;chamberlain_et_al_2014_a;JOURNAL_OF_ECOLOGY;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
rohr_&_bacompte_2014_X_smith-ramirez_et_al_2005;2014;rohr_&_bacompte_2014;AMERICAN_NATURALIST;smith-ramirez_et_al_2005;2005;2000;Reused;Yes;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
stouffer_et_al_2014_X_smith-ramirez_et_al_2005;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;smith-ramirez_et_al_2005;2005;2000;Reused;Yes;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vamosi_et_al_2014_X_smith-ramirez_et_al_2005;2014;vamosi_et_al_2014;ECOLOGY_AND_EVOLUTION;smith-ramirez_et_al_2005;2005;2000;Reused;Yes;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
fontaine_&_thebault_2015_X_smith-ramirez_et_al_2005;2015;fontaine_&_thebault_2015;POPULATION_ECOLOGY;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
welti_&_joern_2015_X_smith-ramirez_et_al_2005;2015;welti_&_joern_2015;ECOLOGY_AND_EVOLUTION;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
emer_et_al_2016_X_smith-ramirez_et_al_2005;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;smith-ramirez_et_al_2005;2005;2000;Reused;Yes;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
sakai_et_al_2016_X_smith-ramirez_et_al_2005;2016;sakai_et_al_2016;ROYAL_SOCIETY_OPEN_SCIENCE;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
takemoto_&_kajihara_2016_X_smith-ramirez_et_al_2005;2016;takemoto_&_kajihara_2016;PLOS_ONE;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
nagaishi_&_takemoto_2018_X_smith-ramirez_et_al_2005;2018;nagaishi_&_takemoto_2018;ROYAL_SOCIETY_OPEN_SCIENCE;smith-ramirez_et_al_2005;2005;2000;Reused;Yes;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
sydenham_et_al_2018_X_smith-ramirez_et_al_2005;2018;sydenham_et_al_2018;JOURNAL_OF_BIOGEOGRAPHY;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
cirtwill_et_al_2020_X_smith-ramirez_et_al_2005;2020;cirtwill_et_al_2020;NEW_PHYTOLOGIST;smith-ramirez_et_al_2005;2005;2000;Reused;No;-42;-73.583;42;73.583;Chile;CHL;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
bezerra_et_al_2009_X_bezerra_et_al_2009;2009;bezerra_et_al_2009;JOURNAL_OF_ANIMAL_ECOLOGY;bezerra_et_al_2009;2009;2000;Original;No;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
stouffer_et_al_2014_X_bezerra_et_al_2009;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;bezerra_et_al_2009;2009;2000;Reused;Yes;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
welti_&_joern_2015_X_bezerra_et_al_2009;2015;welti_&_joern_2015;ECOLOGY_AND_EVOLUTION;bezerra_et_al_2009;2009;2000;Reused;No;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
emer_et_al_2016_X_bezerra_et_al_2009;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;bezerra_et_al_2009;2009;2000;Reused;Yes;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
fort_et_al_2016_X_bezerra_et_al_2009;2016;fort_et_al_2016;ECOLOGY_LETTERS;bezerra_et_al_2009;2009;2000;Reused;No;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
takemoto_&_kajihara_2016_X_bezerra_et_al_2009;2016;takemoto_&_kajihara_2016;PLOS_ONE;bezerra_et_al_2009;2009;2000;Reused;No;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
nagaishi_&_takemoto_2018_X_bezerra_et_al_2009;2018;nagaishi_&_takemoto_2018;ROYAL_SOCIETY_OPEN_SCIENCE;bezerra_et_al_2009;2009;2000;Reused;Yes;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
aslan_2019_X_bezerra_et_al_2009;2019;aslan_2019;PLOS_ONE;bezerra_et_al_2009;2009;2000;Reused;No;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
maia_et_al_2019_a_X_bezerra_et_al_2009;2019;maia_et_al_2019_a;OIKOS;bezerra_et_al_2009;2009;2000;Reused;Yes;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
cirtwill_et_al_2020_X_bezerra_et_al_2009;2020;cirtwill_et_al_2020;NEW_PHYTOLOGIST;bezerra_et_al_2009;2009;2000;Reused;No;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
renaud_et_al_2020_X_bezerra_et_al_2009;2020;renaud_et_al_2020;ECOLOGY_AND_EVOLUTION;bezerra_et_al_2009;2009;2000;Reused;Yes;-41.3;174.733;41.3;174.733;Brazil;BRA;Southern;South America;Neotropic;Deserts_and_xeric_shrublands;Caatinga;no;yes;family;Malpighiaceae;no;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees
vazquez_&_simberloff_2003_X_vazquez_2002_AG;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_AG;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_CL;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_CL;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_LL;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_LL;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_LL;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_LL;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_MC;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_MC;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_MNC;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_MNC;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_QC;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_QC;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_QNC;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_QNC;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_simberloff_2003_X_vazquez_2002_SL;2003;vazquez_&_simberloff_2003;ECOLOGY_LETTERS;vazquez_2002_SL;2002;2000;Reused;No;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_AG;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_AG;2002;2000;Reused;Yes;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_CL;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_CL;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_LL;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_LL;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_MC;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_MC;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_MNC;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_MNC;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_QC;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_QC;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_QNC;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_QNC;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_&_aizen_2004_X_vazquez_2002_SL;2004;vazquez_&_aizen_2004;ECOLOGY;vazquez_2002_SL;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_2005_X_vazquez_2002_AG;2005;vazquez_2005;OIKOS;vazquez_2002_AG;2002;2000;Reused;Yes;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_2005_X_vazquez_2002_CL;2005;vazquez_2005;OIKOS;vazquez_2002_CL;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
vazquez_2005_X_vazquez_2002_LL;2005;vazquez_2005;OIKOS;vazquez_2002_LL;2002;2000;Reused;N/A;-41;-71.5;41;71.5;Argentina;ARG;Southern;South America;Neotropic;Temperate_broadleaf_and_mixed_forests;Valdivian_temperate_forests;8;no;NER;Mixed;no;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed
